0.6, 0.4166666666666667, 0.4, 0.49999999999999994, 0.59, 0.4444444444444445, 0.3333333333333333, 0.3968
0.8, 0.6666666666666666, 0.7, 0.37499999999999994, 0.45, 0.2222222222222222, 0.8333333333333331, 0.3533
0.4, 0.75, 0.6, 0.37499999999999994, 0.5, 0.5555555555555556, 0.4999999999999999, 0.4209
0.999, 0.8333333333333334, 0.6666666666666666, 0.12499999999999997, 0.9, 0.99, 0.01, 0.0017
0.2, 0.25, 0.9, 0.6249999999999999, 0.1, 0.6666666666666666, 0.6666666666666665, 0.1904
0.1930582898, 0.5010622828, 0.363729421, 0.5149759143, 0.5023510698, 0.09651548915, 0.768592237, 0.29201503470540047
0.6054680917, 0.7523896133, 0.4519063756, 0.6634832234, 0.03314657418, 0.2612358799, 0.403548743, 0.3910127401351929
0.4545514414, 0.546835203, 0.8608266763, 0.3695172492, 0.3581237281, 0.04442809411, 0.24250753, 0.39292253404855726
0.5354838109, 0.4454020368, 0.4422781192, 0.04501766904, 0.1035945602, 0.3182127496, 0.481250312, 0.361853389441967
0.6332269387, 0.9202814727, 0.3123996653, 0.2352466232, 0.5047160667, 0.02434814722, 0.31818151, 0.2718096345663071
0.9221906414, 0.5585219465, 0.8883888878, 0.3864726651, 0.1212468308, 0.554913617, 0.254314857, 0.40365323033183814
0.9001453572, 0.1011675669, 0.6780485219, 0.5894172532, 0.08789307913, 0.09530613652, 0.449477226, 0.257266015233472
0.2370585597, 0.3469845914, 0.2748014656, 0.3944336024, 0.07792211828, 0.3119832164, 0.0520993138, 0.3622798688709736
0.7312720221, 0.7060312274, 0.9844426736, 0.9393794535, 0.514426971, 0.4074257776, 0.384191650, 0.3947645008563995
