file,left1,top1,right1,bottom1,left2,top2,right2,bottom2
f32e03a8-4c73-49dc-a142-c6d8d55dff94.png,699.0,241.0,850.0,411.0,,,,
ff40a703-b1db-48d5-a176-0b50763f9a0a.png,614.0,256.0,784.0,674.0,228.0,209.0,441.0,645.0
b01ee12f-55ad-4548-84ac-a560a0a429ad.png,613.0,313.0,807.0,478.0,,,,
776835b8-9137-4b15-abd4-3aebda8793d5.png,204.0,391.0,385.0,561.0,225.0,612.0,385.0,729.0
515d7f97-f72a-4b82-aa13-c33c88f379e5.png,652.0,369.0,920.0,732.0,210.0,286.0,469.0,718.0
3606dcdc-56a2-405f-b799-2f7e13d1b2e8.png,577.0,571.0,819.0,832.0,240.0,82.0,478.0,758.0
652b519d-5eb4-4abc-93f7-15ae661a431f.png,243.0,435.0,444.0,694.0,699.0,427.0,878.0,701.0
ae8e592b-13bb-4d75-aac3-3eed3f0c21ca.png,273.0,251.0,522.0,814.0,638.0,211.0,878.0,732.0
16e5a578-1e41-4fa1-ba13-bf18051625cc.png,128.0,455.0,434.0,851.0,581.0,405.0,873.0,826.0
4206173d-0db2-4f32-80fb-0bd99d5532e1.png,570.0,402.0,825.0,601.0,,,,
3c993fea-80ff-42d5-a7ef-e2fb8209e4cf.png,556.0,356.0,811.0,847.0,162.0,393.0,450.0,1015.0
359355a8-5981-406a-a8c3-3dcfdde9169e.png,611.0,553.0,817.0,758.0,,,,
83d2803f-0327-4971-8812-8ddce716b372.png,571.0,142.0,861.0,772.0,,,,
98c8bc72-1779-43f0-a118-538edcbc9e71.png,614.0,367.0,871.0,892.0,,,,
6a2d8b64-cf13-47e2-bed9-41a6b801e1fb.png,254.0,504.0,408.0,645.0,,,,
9b3f98be-cd49-4634-9dc0-d473d6766fb7.png,596.0,412.0,881.0,657.0,,,,
95f7313e-5394-4dc7-9405-3c3356c5c964.png,171.0,283.0,428.0,743.0,,,,
e21916f2-b79a-4a00-85e7-ad6a27c300c2.png,724.0,372.0,825.0,521.0,,,,
fde9b6e5-382b-4fec-8406-70a279a4b696.png,549.0,329.0,721.0,729.0,194.0,246.0,382.0,691.0
06634f15-9c78-47a1-97eb-f10f4c210765.png,84.0,348.0,413.0,829.0,495.0,305.0,828.0,789.0
3df7c845-1bfb-4bb6-94e0-0fb68e6d1f0a.png,412.0,405.0,523.0,644.0,676.0,571.0,950.0,764.0
85a40af4-f5e5-4fae-8260-6c6031a73e0b.png,209.0,289.0,369.0,416.0,197.0,455.0,453.0,659.0
31fde4e6-d2f5-4467-aa7b-e6bb2e2738d1.png,588.0,447.0,786.0,731.0,198.0,432.0,359.0,704.0
8af89b60-74e2-4f60-8764-b954598cddc4.png,176.0,219.0,472.0,889.0,553.0,197.0,863.0,881.0
358a25c3-ecbc-490b-b887-1594168f4dab.png,556.0,319.0,829.0,820.0,,,,
f0163438-7fad-4c43-b49d-ae23beea475c.png,538.0,498.0,775.0,669.0,216.0,424.0,314.0,502.0
719c6eac-44d9-44ae-a090-29e17f9349bf.png,586.0,361.0,875.0,549.0,,,,
f12d7b12-0398-4533-8f55-8772cc434945.png,633.0,283.0,765.0,566.0,250.0,197.0,431.0,624.0
a9552aa7-691e-40ab-835b-16237c608b03.png,626.0,388.0,883.0,663.0,300.0,265.0,522.0,606.0
d10eacc0-9e8a-436c-867c-733e3fe424f5.png,165.0,443.0,455.0,796.0,,,,
ccb56286-f7d5-4786-82bd-b6b3e18e2149.png,294.0,459.0,463.0,789.0,628.0,446.0,870.0,760.0
8cd0b312-ea6b-43c6-b637-ccba125ee5cd.png,163.0,152.0,442.0,679.0,,,,
74075cca-a426-4710-92de-e23aa74b76ac.png,263.0,388.0,453.0,693.0,644.0,292.0,837.0,592.0
515ab870-a80e-47f1-bd51-05a6fc02cba0.png,605.0,177.0,827.0,652.0,252.0,173.0,450.0,570.0
b159a6c8-a3de-419a-a9c4-41309ef57e0a.png,200.0,478.0,397.0,867.0,581.0,430.0,776.0,916.0
b6468969-2e9b-4a36-aaa0-2c77b205105e.png,339.0,257.0,501.0,701.0,664.0,476.0,886.0,756.0
47ec2841-0ef0-4fa0-8678-732fb8d23db6.png,104.0,296.0,366.0,642.0,417.0,269.0,708.0,655.0
690bbb39-1b67-4af0-94eb-7d1209e1ecef.png,188.0,455.0,407.0,796.0,583.0,369.0,830.0,650.0
b4f66208-8c31-433c-9f82-72104bc35112.png,272.0,425.0,396.0,597.0,,,,
be1a004a-5911-4b0f-a431-bf909eed1e60.png,607.0,399.0,844.0,611.0,,,,
bcc62394-8f62-47a6-a67a-316558298c49.png,202.0,521.0,375.0,596.0,,,,
1875e3ae-e7d2-41af-8305-61f7384cb19f.png,539.0,424.0,864.0,786.0,,,,
a2c7baa7-e6f5-4409-bf23-d96c54d6843b.png,616.0,498.0,835.0,755.0,183.0,544.0,420.0,803.0
c33d14fe-bae6-458c-b6d8-b36fce161298.png,636.0,417.0,852.0,761.0,,,,
7d1b94bf-9fb6-4191-bf69-09549b4a3b96.png,231.0,213.0,399.0,382.0,,,,
c2a5f77c-517d-4987-84e3-0338ad29704e.png,635.0,651.0,727.0,792.0,,,,
4ae0b788-62b6-486c-a95c-76764250c086.png,606.0,461.0,804.0,603.0,,,,
e0e6d81f-d19c-4e66-99a5-ebc202d727ce.png,220.0,311.0,403.0,557.0,,,,
b3e5becd-9009-4981-82ab-bbf28f4a834b.png,665.0,373.0,865.0,645.0,,,,
321d8cc5-0fc3-43de-b12f-851515e800d5.png,590.0,401.0,815.0,656.0,267.0,338.0,490.0,531.0
d979af2c-4ed0-42da-9b2d-5cd3733b8d13.png,601.0,472.0,681.0,603.0,,,,
a6236ddd-6367-4569-b5f1-07d2df9390ad.png,564.0,235.0,806.0,556.0,235.0,272.0,435.0,642.0
13acd418-a94d-4b36-900d-c13b9bd048c9.png,186.0,247.0,362.0,543.0,555.0,313.0,701.0,571.0
ab5af9ff-8001-4442-af29-693abdb98e14.png,186.0,459.0,357.0,737.0,532.0,456.0,689.0,788.0
ee48da1b-9ce9-4f57-90eb-5c131c285e84.png,144.0,486.0,372.0,726.0,,,,
12e6144b-edc2-4d4e-9ae8-ca95d9aad065.png,64.0,257.0,286.0,806.0,433.0,280.0,713.0,901.0
08da8f40-b186-473b-9fa3-1caa4ecdc02b.png,132.0,98.0,414.0,872.0,496.0,130.0,890.0,885.0
3038262f-ca56-436a-bdfe-7a547026fcb0.png,230.0,546.0,403.0,724.0,644.0,596.0,836.0,859.0
b7de17b0-c8a4-4d97-bc40-a13387bea4ef.png,266.0,594.0,429.0,781.0,675.0,674.0,875.0,851.0
efcc7a4f-23d6-4df1-9d80-677a620856d7.png,625.0,450.0,734.0,557.0,,,,
f40ba5da-1ef0-49d4-bb19-492892b41704.png,239.0,534.0,476.0,764.0,699.0,594.0,884.0,812.0
70d2139e-967a-4fa9-b44d-b1515b82af4b.png,586.0,640.0,678.0,764.0,,,,
9a5ebaf8-f562-456f-a1fa-e485ee712790.png,641.0,77.0,947.0,630.0,303.0,86.0,571.0,629.0
242a6f0b-fc6e-42e6-84c9-f74e3d33372b.png,689.0,362.0,866.0,652.0,281.0,360.0,451.0,603.0
783cc3b7-1d84-45f8-b42d-96ceb9fc7e43.png,155.0,288.0,398.0,853.0,546.0,233.0,778.0,828.0
b35a3c89-f199-4924-98f0-8d5beea4b41d.png,281.0,528.0,415.0,735.0,621.0,563.0,848.0,735.0
a1e46713-1cd9-4360-9a3f-5e57e418c5a2.png,169.0,177.0,435.0,496.0,,,,
3ee3b4b5-b782-4f60-bf1f-b62589e573e8.png,615.0,463.0,849.0,732.0,228.0,645.0,381.0,762.0
a1c8a30b-9978-4be6-9be1-d55456ef2480.png,632.0,362.0,807.0,649.0,,,,
35d5dba1-22ee-4f68-b28f-bd16ae96ae00.png,164.0,189.0,452.0,809.0,580.0,182.0,853.0,861.0
d727db91-5f22-424f-8f18-3f8c7de40869.png,601.0,308.0,761.0,476.0,,,,
a0b69080-fb84-49f6-a2ab-e3de1cfd2ad1.png,593.0,371.0,825.0,790.0,,,,
de0ee373-dd0c-4f75-aa2c-c356d203696e.png,181.0,240.0,396.0,451.0,,,,
d91b519f-9216-4ff9-9e2a-3356bfe4e391.png,270.0,528.0,466.0,683.0,,,,
ee8a4128-a907-475b-a363-9cd60d65e46e.png,644.0,434.0,826.0,781.0,212.0,365.0,396.0,743.0
5e3da45b-f7b6-4948-aad4-7a37cf9cae5b.png,335.0,698.0,404.0,790.0,,,,
8f88e942-6de5-4c75-96eb-edff7ded7a8d.png,505.0,13.0,950.0,613.0,,,,
c1ec14ff-f6d7-4b38-b0cb-fe07041cbdc8.png,609.0,464.0,849.0,748.0,185.0,298.0,413.0,677.0
b39fd1cb-b769-453b-84c9-3412d8d1138a.png,205.0,134.0,396.0,341.0,,,,
09326eb7-f4cb-4d8f-83c6-8ba7fb8b5ac7.png,210.0,53.0,492.0,370.0,,,,
4b0cbffb-4974-411f-ae98-553830c360f0.png,147.0,535.0,284.0,745.0,610.0,432.0,877.0,802.0
321dee3c-8bf0-44ed-a0b6-e951783b9508.png,193.0,532.0,437.0,700.0,,,,
34fb2e85-9588-40b8-acde-380c68c7afa5.png,302.0,307.0,435.0,449.0,,,,
bf61a6a9-03d3-4e18-8576-c599934b9cbc.png,591.0,319.0,718.0,493.0,,,,
32d18643-336b-4b68-a0a4-12efb635e9c7.png,508.0,540.0,683.0,816.0,,,,
b7bee95b-ea79-46de-ac78-94ff8328a274.png,199.0,548.0,358.0,702.0,,,,
98cd0b89-202e-4b22-83e3-ea843488ea6c.png,154.0,247.0,404.0,860.0,627.0,471.0,811.0,896.0
b87a09c7-b7fa-4869-b7aa-0b2a395a4215.png,709.0,313.0,960.0,819.0,261.0,393.0,494.0,751.0
809830cd-c757-4e81-abec-0d6d935ae0ce.png,573.0,256.0,762.0,684.0,303.0,197.0,510.0,605.0
28684a2f-1e6f-4431-969a-2f9cf574e7ba.png,612.0,611.0,753.0,757.0,28.0,507.0,288.0,854.0
36200569-a271-4fcf-819b-1bd00e626534.png,669.0,256.0,976.0,727.0,258.0,207.0,522.0,685.0
514fbabf-3986-421f-81dd-fa99d8040082.png,561.0,367.0,732.0,595.0,,,,
34820ad5-f8ca-497e-8ed9-79c10bf864fc.png,158.0,299.0,422.0,491.0,706.0,351.0,868.0,515.0
8782c8e0-8592-47e0-95df-ee8224d6dec8.png,162.0,530.0,426.0,892.0,535.0,437.0,852.0,957.0
c18d1138-ba74-4af5-af21-bdd4d2c96bb5.png,646.0,386.0,787.0,592.0,295.0,473.0,428.0,649.0
576a7e67-815c-47fd-a603-fcdab510ac78.png,678.0,253.0,930.0,705.0,,,,
d7545025-6654-4cc3-83d1-99a34476c72a.png,638.0,319.0,896.0,777.0,177.0,161.0,408.0,682.0
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c.png,587.0,481.0,837.0,801.0,,,,
319a8d01-4507-4882-a8fd-f667073fc847.png,577.0,495.0,787.0,739.0,,,,
080f2b35-fcd5-473e-864b-a7dea3054cc7.png,278.0,228.0,516.0,631.0,619.0,309.0,851.0,733.0
