file,left1,top1,right1,bottom1,left2,top2,right2,bottom2
77e922f5-6c41-4885-9e1a-f5e50c24d2ca.png,359.0,444.0,450.0,553.0,,,,
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13.png,220.0,536.0,370.0,653.0,,,,
6a66b5bb-54f3-46b0-9675-9d137cb3f895.png,168.0,419.0,409.0,701.0,,,,
fafb820f-cd7f-4a19-a24f-f294e69a0f87.png,305.0,614.0,537.0,961.0,689.0,584.0,896.0,916.0
2af2646f-3cc0-4ef2-a9e4-0beea36f335a.png,247.0,168.0,466.0,485.0,666.0,159.0,761.0,228.0
780579a3-2dcc-4343-9c92-de8be54e2865.png,582.0,429.0,810.0,917.0,,,,
a30e9f7b-4de5-4e40-afc3-cf23361a14e2.png,590.0,199.0,741.0,465.0,,,,
3c77978d-d287-470c-9bef-b47836b7fa55.png,174.0,77.0,477.0,688.0,,,,
c60a0502-26cb-40a1-8343-43625a3c4e3f.png,226.0,380.0,450.0,594.0,,,,
728a07c1-31e8-4167-ad19-ddd7b96ad14c.png,698.0,374.0,843.0,693.0,276.0,352.0,444.0,744.0
a3f5a3d9-78a1-4689-8b1e-15f146e14b4a.png,516.0,344.0,794.0,565.0,65.0,207.0,349.0,422.0
d9c09d71-4b04-4f5c-95f1-582f7d64467a.png,546.0,180.0,647.0,333.0,,,,
8aa93e86-e189-4412-ba91-725813f54b56.png,257.0,338.0,485.0,945.0,,,,
60d168f2-20b8-46ac-b873-4293e0cb5728.png,669.0,528.0,853.0,782.0,,,,
29cfef18-40c3-489f-adcf-05bd93765b9d.png,240.0,640.0,368.0,745.0,,,,
82ad571f-aa41-4f2c-b07f-de31c4d1a53c.png,520.0,425.0,813.0,901.0,192.0,389.0,456.0,770.0
732836e0-76c6-4bd9-9798-b7039f6b6e14.png,591.0,373.0,751.0,549.0,,,,
b3f132cb-438b-40d4-a951-0089e8b1a840.png,166.0,230.0,437.0,836.0,556.0,345.0,812.0,908.0
bedb1f67-9f34-417b-aa14-ebfca18a38b5.png,232.0,436.0,464.0,643.0,,,,
12fd0651-0275-4d15-8868-35ba85ea70f0.png,165.0,519.0,389.0,832.0,,,,
c5fb4095-cb29-4c10-9267-dafb286acc8e.png,199.0,208.0,455.0,685.0,545.0,228.0,785.0,711.0
f137ed32-7a53-4b47-b7dc-a75a20701ca3.png,159.0,388.0,345.0,501.0,,,,
0b8e881f-67bc-4021-a02c-0087233e43aa.png,629.0,506.0,886.0,784.0,165.0,427.0,421.0,745.0
52816546-4463-4a7f-a120-7d492a86a524.png,562.0,221.0,825.0,473.0,,,,
97a6f7c7-df3f-4127-907d-27823c48f2fe.png,590.0,369.0,775.0,622.0,207.0,253.0,408.0,556.0
ab11a2eb-d568-4ee3-acd1-36b81ccba932.png,204.0,299.0,429.0,822.0,670.0,299.0,972.0,906.0
c5074fa5-ad56-4b4f-9b52-c298db7b62af.png,222.0,214.0,499.0,826.0,,,,
91671d38-4311-4998-85d5-870181df120d.png,483.0,304.0,821.0,821.0,104.0,335.0,417.0,845.0
6f4c4632-50d2-4ba9-8a75-0c651f66a096.png,212.0,482.0,425.0,649.0,565.0,499.0,688.0,616.0
3a5ff12c-56f6-4ea0-ba4e-82e49b889222.png,553.0,371.0,825.0,581.0,305.0,404.0,413.0,551.0
