file,left1,top1,right1,bottom1,left2,top2,right2,bottom2
eab6d0b6-1bba-4c26-a208-507c54d14016.png,85.0,382.0,349.0,698.0,577.0,422.0,783.0,726.0
7a530f4d-13af-4e4e-bf2e-080c7fb27ffb.png,134.0,469.0,319.0,709.0,,,,
18b5d52d-78e4-490a-a766-af881acda223.png,94.0,473.0,337.0,693.0,446.0,434.0,758.0,721.0
77a4a76f-d348-4dd4-b22a-d7b676121d78.png,116.0,537.0,214.0,637.0,,,,
b0b3639e-7625-4bd2-b9a6-0bb87918987a.png,233.0,460.0,464.0,661.0,585.0,418.0,835.0,607.0
e0227184-955d-4bfd-8eeb-0bc0b2a21a66.png,740.0,572.0,891.0,695.0,,,,
9e310044-aadf-4584-871c-b0db5fc0982e.png,600.0,504.0,775.0,730.0,,,,
9edc8604-a965-4eb7-a5d0-61df8a9ae45d.png,194.0,518.0,493.0,715.0,,,,
97d6840c-f844-4a1d-ab3e-85f642834696.png,549.0,365.0,822.0,761.0,62.0,516.0,370.0,772.0
b47a751f-a3d5-4c63-a738-ca2b7761c58a.png,162.0,474.0,397.0,713.0,599.0,380.0,716.0,580.0
810b8ef8-f65f-4f24-9798-aa13ed4fc828.png,152.0,472.0,411.0,832.0,655.0,410.0,924.0,922.0
1f393b78-0251-4f0c-8ca7-39fc54f8ddc2.png,676.0,459.0,842.0,558.0,,,,
37290d29-2a81-4c9d-aef6-15eea1376e0c.png,660.0,428.0,821.0,604.0,,,,
65b87566-709e-4b0f-b4bb-55020515f6e7.png,303.0,613.0,438.0,817.0,,,,
0b8f8765-0406-447c-b873-7ac5ce8884aa.png,546.0,320.0,888.0,621.0,,,,
aafecca2-fefc-48e6-be48-a34488e06cbb.png,62.0,200.0,331.0,831.0,453.0,225.0,651.0,863.0
244ce2a0-21d8-4f75-a118-dd5a51658bc7.png,750.0,686.0,883.0,897.0,,,,
c21157da-1f74-4966-ba4e-c144d8f5da2d.png,210.0,314.0,460.0,762.0,614.0,298.0,836.0,816.0
7b94fc31-0735-4840-beb8-c685f22ec90b.png,117.0,217.0,353.0,716.0,462.0,208.0,697.0,756.0
ff0200e1-3bac-42d1-880b-17d6a3366d2c.png,262.0,511.0,418.0,686.0,680.0,541.0,812.0,663.0
5eb5e5a8-076b-4bf8-ae80-26f6334e8790.png,280.0,421.0,504.0,703.0,,,,
3e881f10-28aa-4626-a79a-50cc014b7a1a.png,566.0,327.0,775.0,653.0,224.0,335.0,448.0,651.0
cc0be168-3b95-4a71-9e74-e2cf577dfb4d.png,509.0,194.0,784.0,724.0,183.0,154.0,444.0,791.0
d57b47b7-2324-4bdc-a0ee-27ad6925d9e0.png,343.0,590.0,469.0,751.0,,,,
62127739-ede8-468f-902d-51260da4dce3.png,257.0,590.0,365.0,694.0,,,,
b1831e52-f668-47a9-a900-f42924698045.png,209.0,501.0,467.0,750.0,,,,
4bc8ce99-2420-48c2-a768-d067da67ced2.png,212.0,197.0,427.0,615.0,552.0,209.0,778.0,669.0
dad6c631-7bff-4bcf-bdbe-a91a9be2ac01.png,151.0,413.0,386.0,606.0,,,,
af467edc-df3a-4c0e-ade8-0249d40607e9.png,511.0,248.0,814.0,636.0,77.0,266.0,359.0,545.0
0ecd37a6-c1bb-40cf-8e48-1020140ae173.png,336.0,482.0,449.0,613.0,725.0,420.0,831.0,613.0
b45c3ec2-342d-4ad4-af7b-181c126df0c8.png,671.0,383.0,876.0,842.0,225.0,331.0,497.0,793.0
d877d8be-7d38-43aa-b359-bd86cf3951c3.png,140.0,363.0,346.0,651.0,567.0,313.0,810.0,639.0
5774a68f-e370-4522-a1c2-cc03e2bfb3b6.png,558.0,380.0,875.0,664.0,,,,
ac3e813f-0c91-461e-83eb-e3bdac5bb756.png,550.0,187.0,685.0,361.0,132.0,434.0,379.0,605.0
3185ee2b-a09e-40fd-8f57-4d2802c0248d.png,532.0,411.0,715.0,610.0,307.0,303.0,414.0,484.0
a36e4035-44c1-46f6-9ec3-4152df152050.png,649.0,383.0,930.0,940.0,235.0,591.0,463.0,861.0
1dbc0249-4761-4b19-9872-de59673942da.png,221.0,489.0,370.0,566.0,605.0,414.0,777.0,574.0
